Customer Name,Customer #,Invoice #,Invoice Amount,Due Date,Predicted Payment Date
COST corporation,200794332,1930764391,63969.04,2020-04-23,2020-04-24
DELHAIZE in,100031704,1930822149,7462.81,2020-05-10,2020-05-11
WAL-MAR us,200769623,1930719934,51864.17,2020-04-14,2020-04-15
WAL-MAR trust,200769623,1930725937,40223.04,2020-04-16,2020-04-17
PUBLI llc,200707822,1930850805,114325.88,2020-05-16,2020-05-17
DECA llc,200353024,1930811592,5898.8,2020-05-09,2020-06-06
SA corporation,200759878,1930723113,99632.23,2020-04-16,2020-04-17
NU us,200129450,1930773746,159617.95,2020-05-14,2020-05-15
WAL-MAR llc,200769623,1930730013,38160.19,2020-04-17,2020-04-18
WAL-MAR systems,200769623,1930699888,13372.3,2020-04-10,2020-04-11
TARG in,200744019,1930731836,19991.5,2020-04-18,2020-04-19
SA,200759878,1930651666,11806.4,2020-03-31,2020-04-01
C&S W us,200965912,1930800585,61579.33,2020-05-05,2020-05-06
PERISH,200526831,1930752364,97645.31,2020-04-20,2020-04-21
WAL-MAR,200769623,1930737826,1695.68,2020-04-17,2020-04-18
TARG in,200744019,1930653843,2115.28,2020-03-31,2020-04-01
WAL-MAR co,200769623,1930629578,54193.38,2020-03-25,2020-03-26
COST systems,200794332,1930724788,39144.4,2020-04-15,2020-04-16
WINC systems,200706844,1930841895,18528.89,2020-05-16,2020-05-17
H T H corporation,200078795,1930861764,806.23,2020-05-21,2020-05-22
SUPE foundation,200936373,1930684845,47579.89,2020-04-08,2020-04-09
SUPE,200936373,1930660965,6103.18,2020-04-02,2020-04-03
PIGGLY systems,200793122,1930674876,13033.11,2020-04-04,2020-04-05
H E BUT corp,200761734,1930645440,19750.27,2020-03-28,2020-03-29
GROC associates,200915438,1930730857,35154,2020-04-22,2020-04-23
PUBLI in,200707822,1930738705,3921.19,2020-04-17,2020-04-18
KROGER llc,200729290,1930669696,43006.46,2020-04-02,2020-04-03
WAL-MAR foundation,200769623,1930881424,63156.12,2020-05-24,2020-05-25
WAL-MAR in,200769623,1930739071,9781.26,2020-04-18,2020-04-19
KROGER associates,200729290,1930716396,17520.64,2020-04-13,2020-04-14
DOT in,200705742,1930803058,27139.45,2020-05-24,2020-05-25
MCLANE trust,200126819,1930575703,778.56,2020-03-21,2020-03-22
WAL-MAR trust,200769623,1930652939,863.89,2020-03-30,2020-03-31
WAL-M corp,140106408,2960617325,47622.9,2020-03-14,2020-03-16
DELHAIZE co,100031704,1930716567,77003.02,2020-04-15,2020-04-16
BJ'S  in,200726979,1930712317,495.93,2020-04-12,2020-04-13
KROGER,200752302,1930795650,34470.88,2020-05-03,2020-05-04
RESTA systems,200974851,1930577590,332.58,2020-03-18,2020-03-19
HAR trust,200762950,1930684698,136041.48,2020-04-08,2020-04-09
WAL-MAR us,200769623,1930773543,2100.8,2020-04-26,2020-04-27
BJ'S  trust,200726979,1930754343,456.55,2020-04-21,2020-04-22
DOLLA co,200148860,1930820173,11437.43,2020-05-08,2020-05-09
SMART &  co,200707741,1930724057,11005.54,2020-04-15,2020-04-16
ASSOCIAT in,200772670,1930673950,68704.48,2020-04-03,2020-03-08
WAL-MAR corporation,200769623,1930747424,11307.78,2020-04-19,2020-04-20
GORDO trust,200782001,1930651994,24538.34,2020-03-31,2020-04-01
WAL-MAR corp,200769623,1930691019,9557.99,2020-04-08,2020-04-09
DEC corporation,200020431,1930602984,4094.38,2020-03-11,2020-04-08
DOLLA in,200148860,1930729690,8091.47,2020-04-16,2020-04-17
ASSOCIAT corp,200772670,1930597883,18742.92,2020-03-18,2020-02-21
WAL-MAR co,200769623,1930882574,12255.44,2020-05-26,2020-05-27
ASSOCIAT associates,200772670,1930817708,124861.59,2020-05-07,2020-04-11
SYSCO FO foundation,200780825,1930612125,40496.23,2020-03-21,2020-03-22
WAL-MAR in,200769623,1930606531,18981.85,2020-03-21,2020-03-22
WAL-MAR corporation,200769623,1930690057,471.56,2020-04-08,2020-04-09
C&S WH foundation,200762301,1930582556,19642.02,2020-03-17,2020-03-18
WAL-MAR trust,200769623,1930884852,72614.03,2020-05-26,2020-05-27
COSTCO trust,200886415,1930669125,5974.2,2020-04-09,2020-04-10
COST co,200794332,1930800721,3918.43,2020-05-05,2020-05-06
WAL-MAR systems,200769623,1930712165,62921.08,2020-04-13,2020-04-14
WAL-MAR corp,200769623,1930703870,6441.42,2020-04-14,2020-04-15
BROOKS llc,200727272,1930823201,45310.38,2020-05-09,2020-05-10
SUPE associates,200793568,1930670139,17447.76,2020-04-03,2020-04-04
WAL-MAR co,200769623,1930710284,35954.58,2020-04-13,2020-04-14
WAL-MAR corp,200769623,1930607447,44876.74,2020-03-22,2020-03-23
C&S WH us,200762301,1930718503,13440.9,2020-04-14,2020-04-15
DELHAIZE foundation,100031704,1930802697,8576.36,2020-06-23,2020-06-24
MEIJ,200780383,1930721188,49047.07,2020-04-14,2020-04-15
C&S WH us,200762301,1930704379,29659.69,2020-04-09,2020-04-10
DEC foundation,200803720,1930773244,141.6,2020-04-24,2020-05-22
DARDEN D trust,200229974,1930586755,18591.15,2020-03-17,2020-03-18
WAL-MAR foundation,200769623,1930778467,70420.85,2020-04-28,2020-04-29
DEC llc,200020431,1930861503,3867.84,2020-05-24,2020-06-21
WAL-MAR systems,200769623,1930620937,11615.01,2020-03-23,2020-03-24
KROGER associates,200752302,1930797916,16832.64,2020-05-07,2020-05-08
SA llc,200759878,1930817073,52564.4,2020-05-08,2020-05-09
OK foundation,200739534,1930637116,85982.53,2020-03-26,2020-03-27
WAL-MAR associates,200769623,1930848448,54652.95,2020-05-17,2020-05-18
WAL-MAR co,200769623,1930710266,12759.87,2020-04-12,2020-04-13
SYGMA co,200782669,1930793317,27168,2020-05-18,2020-05-19
WAL-MAR associates,200769623,1930759248,661.11,2020-04-23,2020-04-24
WAL-MAR co,200769623,1930606290,1171.01,2020-03-23,2020-03-24
MDV/,200792734,1930718416,6271.03,2020-04-14,2020-04-15
WAL-MAR llc,200769623,1930886763,17094.47,2020-05-27,2020-05-28
METRO  trust,140104423,2960632771,180412.1,2020-05-19,2020-05-21
WAL-MAR us,200769623,1930808615,32825.63,2020-05-06,2020-05-07
WAL-MAR llc,200769623,1930766627,15504.45,2020-04-24,2020-04-25
FAR W corp,200481695,1930576608,34657.38,2020-03-28,2020-03-29
M B  corp,200741174,1930641036,18754.85,2020-03-26,2020-03-27
WAL-MAR trust,200769623,1930573867,429.51,2020-03-13,2020-03-14
BJ'S  systems,200726979,1930577748,551.81,2020-03-13,2020-03-14
A & W F llc,140104229,2960619910,1845.18,2020-03-19,2020-03-21
DECA us,200592182,1930893159,2369.08,2020-05-24,2020-06-21
SA in,200759878,1930631878,27989.01,2020-03-26,2020-03-27
WAL-MAR us,200769623,1930646344,31646.59,2020-03-27,2020-03-28
FR in,200705372,1930752210,32690,2020-04-22,2020-04-23
WAL-MAR corporation,200769623,1930833125,26336.38,2020-05-14,2020-05-15
SYSCO F foundation,200763814,1930636486,21058.33,2020-03-25,2020-03-26
WAL-MAR co,200769623,1930714909,12790.16,2020-04-13,2020-04-14
DOT,200705742,1930769531,1299.39,2020-05-11,2020-05-12
GROC foundation,200915438,1930624228,16748.06,2020-03-25,2020-03-26
SYSCO  associates,200764795,1930693572,28858.92,2020-04-10,2020-04-11
WAL-MAR corporation,200769623,1930683105,4712.89,2020-04-05,2020-04-06
RICH foundation,200956366,1930639652,53612,2020-03-28,2020-03-29
WAL-MAR corp,200769623,1930825432,44564.32,2020-05-10,2020-05-11
WAL-MAR co,200769623,1930608292,84471.94,2020-03-22,2020-03-23
WAL-MAR us,200769623,1930874317,39594.98,2020-05-22,2020-05-23
MCCA co,200494102,1930730206,72094.05,2020-04-15,2020-04-16
H E BUT,200761734,1930696280,41742.41,2020-04-10,2020-04-11
TARG us,200744019,1930815289,14687.6,2020-05-09,2020-05-10
WAL-MAR in,200769623,1930718426,9120.73,2020-04-14,2020-04-15
COST co,200794332,1930708407,16039.94,2020-04-13,2020-04-14
WAL-MAR corporation,200769623,1930612014,195.77,2020-03-22,2020-03-23
DELHAIZE associates,100031704,1930789873,70181.07,2020-04-30,2020-05-01
BURR,200555117,1930727030,119109.75,2020-04-16,2020-04-17
WAKE corporation,200704858,1930859333,128821.6,2020-05-21,2020-05-22
AFFILI foundation,200779051,1930637353,50836.65,2020-03-25,2020-03-26
WAKE co,200704858,1930720630,82540.4,2020-04-16,2020-04-17
WAL-MAR corporation,200769623,1930743949,661.11,2020-04-19,2020-04-20
WAL-MAR systems,200769623,1930724376,16153.34,2020-04-17,2020-04-18
ASSOCIAT associates,200772670,1930709116,32205.3,2020-04-10,2020-04-01
SHAWS  in,200275115,1930838000,117226.28,2020-05-15,2020-05-16
ASSOCIAT systems,200772670,1930796953,60404.43,2020-05-02,2020-04-06
WAL-MAR foundation,200769623,1930699835,17104.79,2020-04-10,2020-04-11
CONSUMER llc,200472086,1930774624,83433.46,2020-04-26,2020-04-27
KRAFT F llc,CCU013,1930628943,24377.2,2020-03-14,2020-03-12
WAL-MAR us,200769623,1930875591,13780.67,2020-05-23,2020-05-24
KROGER,200729290,1930796890,83392.72,2020-05-03,2020-05-04
FLANAG in,140104392,2960619541,10826.27,2020-03-27,2020-03-29
GHC  corporation,200529372,1930772500,96557.08,2020-04-26,2020-04-27
BJ'S  foundation,200726979,1930774228,548.95,2020-04-24,2020-04-25
ALBER foundation,200750051,1930740261,40808.89,2020-04-18,2020-04-19
TARG trust,200744019,1930703606,5285.83,2020-04-10,2020-04-11
WAL-MAR corp,200769623,1930695827,33240.14,2020-04-09,2020-04-10
WAL-MAR,200769623,1930667126,12494.28,2020-04-03,2020-04-04
KRAFT F,CCU013,1930662126,22021.32,2020-03-17,2020-03-15
COST llc,200794332,1930814969,35940.09,2020-05-08,2020-05-09
WAL-MAR,200769623,1930714735,17456.2,2020-04-12,2020-04-13
BJ'S  in,200726979,1930782934,252.79,2020-04-30,2020-05-01
WAL-MAR us,200769623,1930715486,10729.6,2020-04-13,2020-04-14
TARG corporation,200744019,1930655054,1679.4,2020-04-01,2020-04-02
KRAFT  systems,CCCA02,1930633953,9144,2020-04-15,2020-04-16
PUBLI foundation,200707822,1930601086,100068.79,2020-03-21,2020-03-22
WAKE systems,200704858,1930580614,48605.07,2020-03-14,2020-03-15
VARI trust,200734065,1930856125,14744.99,2020-05-21,2020-05-22
WAL-MAR,200769623,1930826801,58033.16,2020-05-12,2020-05-13
WAL-MAR us,200769623,1930715654,15646.84,2020-04-13,2020-04-14
PERFOR in,200722444,1930580914,29480.64,2020-04-06,2020-04-07
WAL-MAR co,200769623,1930716221,1322.22,2020-04-13,2020-04-14
MARTIN in,140104472,2960620357,25015.08,2020-03-23,2020-03-25
COLABOR  associates,140104340,2960623206,24659.99,2020-04-01,2020-04-03
C&S WH corp,200762301,1930716695,67716.62,2020-04-13,2020-04-14
WAL-MAR corp,200769623,1930768802,60913.94,2020-04-26,2020-04-27
ALBER,200014556,1930783534,126653.4,2020-05-01,2020-05-02
KROGER associates,200743123,1930677131,59160.29,2020-04-05,2020-04-06
WAL-MAR trust,200769623,1930833081,15686.5,2020-05-15,2020-05-16
WAL-MAR corporation,200769623,1930727192,4368.74,2020-04-16,2020-04-17
CAMP,200679800,1930752893,32587.2,2020-04-21,2020-04-22
PLAZA corporation,200978592,1990571431,71606.57,2020-05-07,2020-05-17
SMITH'S corporation,200466603,1930619513,67243.48,2020-03-24,2020-03-25
BEN,200725421,1930638646,23976.22,2020-03-29,2020-03-30
WALG in,200712105,1930688873,24608.46,2020-04-08,2020-04-09
SAVE-ON- co,140104225,2960632718,92277.33,2020-05-14,2020-05-16
BJ'S  corporation,200726979,1930761483,15026.34,2020-04-25,2020-04-26
WAL-MAR corp,200769623,1930884620,636.15,2020-05-25,2020-05-26
WAL-MAR systems,200769623,1930684085,16432.76,2020-04-07,2020-04-08
DELHAIZE,100031704,1930607415,48452.35,2020-03-21,2020-03-22
WAL-MAR,200769623,1930674836,74745.72,2020-04-05,2020-04-06
WAL-MAR corp,200769623,1930583069,42716.81,2020-03-16,2020-03-17
WAL-MAR corp,200769623,1930640949,2019.69,2020-03-27,2020-03-28
SA in,200759878,1930657175,21368.26,2020-04-02,2020-04-03
DELHAIZE us,100031704,1930831481,42987.92,2020-05-12,2020-05-13
WAL-MAR llc,200769623,1930649476,52491.21,2020-03-29,2020-03-30
WAL-MAR us,200769623,1930827911,14530.23,2020-05-11,2020-05-12
KRAFT F foundation,CCU013,1930635086,4011.45,2020-03-12,2020-03-10
DOLLA foundation,200148860,1930796301,46004.6,2020-06-18,2020-06-19
SHAWS  in,200275115,1930580982,160351.49,2020-03-15,2020-03-16
WAL-MAR systems,200769623,1930719950,37994.99,2020-04-14,2020-04-15
BAUGH SU llc,200434439,1930632142,93345.43,2020-03-30,2020-03-31
DELHAIZE trust,100031704,1930764423,48938.73,2020-04-25,2020-04-26
WAKE us,200704858,1930683329,12446.78,2020-04-08,2020-04-09
SA foundation,200759878,1930827328,23754.72,2020-05-12,2020-05-13
COST llc,200794332,1930685613,1715.7,2020-05-29,2020-05-30
BURR associates,200555117,1930633986,102534.82,2020-03-29,2020-03-30
WAL-MAR co,200769623,1930725257,13835.84,2020-04-17,2020-04-18
TARG trust,200744019,1930824584,1872.5,2020-05-10,2020-05-11
WAL-MAR systems,200769623,1930808578,60035.61,2020-05-06,2020-05-07
RA corp,200704045,1930730631,21677.45,2020-04-17,2020-04-18
SYSCO  corporation,200714710,1930641397,70874.08,2020-03-31,2020-04-01
NASH,200777735,1930755458,56731.69,2020-04-21,2020-04-22
SUPE co,200793568,1930852209,84431.86,2020-05-19,2020-05-20
DELHAIZE trust,100031704,1930707434,60470.91,2020-04-12,2020-04-13
MEIJ llc,200780383,1930637596,74825.6,2020-03-26,2020-03-27
PRATT systems,140106231,2960621537,3249.25,2020-04-03,2020-04-05
GORDO in,200782001,1930698656,14339.74,2020-04-10,2020-04-11
AM trust,200418007,1930774085,4834.8,2020-04-30,2020-05-01
WAL-MAR corporation,200769623,1930812781,32525.94,2020-05-06,2020-05-07
AM us,200418007,1930586297,369.6,2020-05-07,2020-05-08
WAL-MAR associates,200769623,1930580762,8949.7,2020-03-14,2020-03-15
WAL-MAR,200769623,1930710728,16342.71,2020-04-11,2020-04-12
WAL-MAR us,200769623,1930631929,7531.34,2020-03-26,2020-03-27
ALBERT trust,200881076,1930707361,69091.21,2020-04-14,2020-04-15
COST associates,200794332,1930577408,20370.98,2020-03-14,2020-03-15
WAL-MAR corporation,200769623,1930647188,16398.7,2020-03-30,2020-03-31
WAL-MAR co,200769623,1930716117,1975.5,2020-04-13,2020-04-14
MCL foundation,200799367,1930787180,68577.46,2020-05-01,2020-05-02
GO associates,200721222,1930795063,44577.46,2020-05-01,2020-05-02
MAINES  systems,200742344,1930839278,19298.53,2020-05-14,2020-05-15
WAKE co,200704858,1930571763,35163.07,2020-03-13,2020-03-14
KROGE co,200776463,1930683686,48758.74,2020-04-05,2020-04-06
WAL-MAR in,200769623,1930799157,10972.68,2020-05-04,2020-05-05
WAL-MAR llc,200769623,1930847418,35526.81,2020-05-16,2020-05-17
DOLLAR us,100001196,1930821780,22493.44,2020-05-09,2020-05-10
SA systems,200759878,1930685836,28675.42,2020-04-07,2020-04-08
WAL-MAR co,200769623,1930774795,68606.48,2020-04-27,2020-04-28
SAFEW llc,200772595,1930727467,2456.06,2020-04-18,2020-04-19
DELHAIZE co,100031704,1930568199,14308.59,2020-05-02,2020-05-03
BJ'S  us,200726979,1930575804,903.41,2020-03-13,2020-03-14
H E BUT systems,200761734,1930853313,46083.56,2020-05-17,2020-05-18
ASSOCIAT systems,200772670,1930711077,22446.96,2020-04-11,2020-04-02
DEC,200416837,1930599737,15415.85,2020-03-11,2020-04-08
C&S WH corp,200762301,1930839019,88217.6,2020-05-15,2020-05-16
SHARP S foundation,200719526,1930848204,5787,2020-05-20,2020-05-21
KROGER us,200743123,1930692558,135453.48,2020-04-09,2020-04-10
DECA llc,200353024,1930605867,4911.36,2020-03-24,2020-04-21
DECA foundation,200230690,1930804531,6274.02,2020-04-26,2020-05-24
KRAFT  associates,CCCA02,1930681302,20280.48,2020-04-26,2020-04-27
GREEN  foundation,200557600,1930613341,835.56,2020-03-16,2020-03-17
TARG,200744019,1930837644,22846.46,2020-05-14,2020-05-15
COSTCO corporation,140104429,2960621415,2201.38,2020-03-28,2020-03-30
WAL-MAR in,200769623,1930808761,25986.41,2020-05-07,2020-05-08
SMITH'S llc,200466603,1930669586,78893.87,2020-04-03,2020-04-04
WAL-MAR corporation,200769623,1930595948,3953.23,2020-03-19,2020-03-20
FR systems,200705372,1930838850,63413.55,2020-05-16,2020-05-17
WAKE systems,200704858,1930580306,57792.78,2020-03-14,2020-03-15
AM foundation,200418007,1930855447,29811.46,2020-05-19,2020-05-20
WAL-MAR systems,200769623,1930654971,45009.96,2020-03-31,2020-04-01
C&S WH corporation,200762301,1930800318,33407.81,2020-05-05,2020-05-06
MEIJ corp,200780383,1930855646,113508.23,2020-05-19,2020-05-20
WAL-MAR systems,200769623,1930764404,11307.14,2020-04-23,2020-04-24
DEC llc,200020431,1930818178,4660.83,2020-05-09,2020-06-06
BURR us,200555117,1930858947,97524.56,2020-05-20,2020-05-21
SA systems,200759878,1930765415,24632.74,2020-04-23,2020-04-24
SUPE systems,200936373,1930801631,95583.86,2020-05-05,2020-05-06
WAL-MAR llc,200769623,1930661318,21512.16,2020-04-02,2020-04-03
RESTA trust,200974851,1930729168,156.52,2020-04-16,2020-04-17
STATER  us,200743996,1930725355,39893.88,2020-04-15,2020-04-16
WAL-MAR associates,200769623,1930799701,32984.94,2020-05-04,2020-05-05
C&S WH llc,200762301,1930793360,93861,2020-05-02,2020-05-03
WAL-MAR llc,200769623,1930568156,19875.77,2020-03-14,2020-03-15
TARG trust,200744019,1930681962,8448.88,2020-04-05,2020-04-06
WAL-MAR llc,200769623,1930714815,9810.11,2020-04-11,2020-04-12
ALBERT corporation,200881076,1930585598,14926.54,2020-05-06,2020-05-07
SA corp,200729942,1930768567,35214.88,2020-04-23,2020-04-24
WAL-MAR llc,200769623,1930684407,1695.68,2020-04-05,2020-04-06
BJ'S  in,200726979,1930575322,770.03,2020-03-13,2020-03-14
LOB co,140104409,2960617736,61738.26,2020-03-09,2020-03-11
SOB corporation,140104249,2960622980,55122.6,2020-04-10,2020-04-12
HAWAI associates,100043882,1930653377,36578.05,2020-03-28,2020-03-29
KROGER corp,200748108,1930581711,118855.54,2020-03-13,2020-03-14
DECA systems,200353024,1930690405,213.48,2020-04-08,2020-05-06
SUPE us,200793568,1930669433,71779.05,2020-04-03,2020-04-04
FAREW in,200783734,1930793556,30708.35,2020-05-01,2020-05-02
C&S WH corp,200762301,1930714995,78477.42,2020-04-14,2020-04-15
C&S WH llc,200762301,1930651928,15962.15,2020-03-30,2020-03-31
WAL-MAR corporation,200769623,1930738852,14452.08,2020-04-18,2020-04-19
SMITH'S corp,200820380,1930650576,3352.31,2020-03-28,2020-03-29
AL co,200739006,1930797095,7561.08,2020-05-08,2020-05-09
COST systems,200794332,1930818761,20625.14,2020-05-09,2020-05-10
WAL-MAR in,200769623,1930808914,30536.52,2020-05-07,2020-05-08
DEC trust,200803720,1930699336,23299.81,2020-03-23,2020-04-20
TARG corporation,200744019,1930879723,7664.54,2020-05-23,2020-05-24
SMART &,200707741,1930632857,43436.12,2020-03-25,2020-03-26
WAL-MAR foundation,200769623,1930580435,2570.77,2020-03-14,2020-03-15
TONY systems,200589514,1930726127,88118.65,2020-04-16,2020-04-17
TARG foundation,200744019,1930620217,7730.83,2020-05-12,2020-05-13
SA corporation,200759878,1930747438,15005.29,2020-04-20,2020-04-21
SMITHFIE llc,100000222,1930787595,7210.37,2020-04-29,2020-04-30
DELHAIZE corp,100031704,1930570074,41796.25,2020-03-13,2020-03-14
AMY co,100036292,1930670052,17882.92,2020-04-03,2020-04-04
DEC trust,200416837,1930599822,66.48,2020-03-24,2020-04-21
COST trust,200794332,1930858001,14204.38,2020-05-21,2020-05-22
WAKE co,200704858,1930685665,17380.91,2020-04-09,2020-04-10
J  systems,200790748,1930718794,23319.91,2020-04-14,2020-04-15
H E BUT co,200761734,1930843219,76300.09,2020-05-15,2020-05-16
WAL-MAR llc,200769623,1930716535,63221.65,2020-04-13,2020-04-14
AM corporation,200418007,1930605934,453.6,2020-03-25,2020-03-26
ASSOCIAT corporation,200772670,1930666984,33411.96,2020-04-02,2020-03-07
SODEXHO,200934569,1930630903,651.19,2020-04-17,2020-04-18
JRD corp,200781803,1930706784,21875.33,2020-04-11,2020-04-12
WAL-MAR in,200769623,1930873989,16860.86,2020-05-22,2020-05-23
WAL-MAR llc,200769623,1930880911,13427.2,2020-05-24,2020-05-25
WAL-MAR co,200769623,1930711082,5290.27,2020-04-13,2020-04-14
ASSOCIAT trust,200772670,1930774221,36593.31,2020-04-25,2020-03-30
WAL-MAR trust,200769623,1930717339,556.73,2020-04-13,2020-04-14
HAR,200762950,1930732283,42657.03,2020-04-18,2020-04-19
SO us,140104440,2960625843,71384.15,2020-04-15,2020-04-17
COSTCO co,140104429,2960621329,72501.22,2020-04-03,2020-04-13
DECA foundation,200592182,1930876916,10717.23,2020-05-11,2020-06-08
WAL-MAR trust,200769623,1930756399,41547.12,2020-04-23,2020-04-24
WAL-MAR systems,200769623,1930594912,1898.9,2020-03-18,2020-03-19
TARG systems,200744019,1930824579,33138.06,2020-05-10,2020-05-11
PUBLI in,200707822,1930718560,134877.42,2020-04-13,2020-04-14
MCL co,200799367,1930688421,73599.68,2020-04-08,2020-04-09
WALG trust,200712105,1930804217,49639.22,2020-05-05,2020-05-06
BJ'S  in,200726979,1930620114,122.73,2020-03-22,2020-03-23
WAL-MAR llc,200769623,1930856569,3794.77,2020-05-22,2020-05-23
WAL-MAR llc,200769623,1930715829,661.11,2020-04-14,2020-04-15
SA trust,200759878,1930757562,23036.74,2020-04-23,2020-04-24
METRO  corp,140104423,2960627310,49702.77,2020-04-19,2020-04-21
BJ'S  systems,200726979,1930779849,206.35,2020-04-22,2020-04-23
WAKE llc,200704858,1930720463,8977.87,2020-04-15,2020-04-16
US  associates,200797452,1930822195,4569.62,2020-05-09,2020-05-10
